id,name,brand,type,price,processor,ram,storage,storageType,gpuCategory,gpuName,screenSizeRange,panelType,resolution,refreshRate,os,batteryLife,weightRange,ports,features,color,colorDisplay,condition
75,Legion Slim 5,Lenovo,Gaming,1099,AMD Ryzen 7,16GB,512GB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4060,"15""–16""",IPS,QHD,165Hz,Windows 11,8–12hrs,3–4 lbs,USB-A|USB-C|HDMI|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,Gray,Misty Grey,New
76,ASUS ZenBook 14,ASUS,Ultrabook,1099,Intel Core i7,16GB,512GB,SSD,Integrated,Intel Iris Xe,"13""–14""",OLED,QHD,90Hz,Windows 11,12hrs+,Under 2 lbs,USB-A|USB-C|Thunderbolt 4|HDMI|Audio Jack,Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 6,Blue,Ponder Blue,New
77,ASUS ZenBook Pro 16X,ASUS,Workstation,2299,Intel Core i9,32GB,1TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4070,"15""–16""",OLED,4K UHD,60Hz,Windows 11,8–12hrs,3–4 lbs,USB-A|USB-C|Thunderbolt 4|HDMI|SD Card|Audio Jack,Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 6,Black,Mineral Black,New
78,ASUS ROG Zephyrus G14,ASUS,Gaming,1699,AMD Ryzen 9,32GB,1TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4090,"13""–14""",IPS,QHD,165Hz,Windows 11,8–12hrs,2–3 lbs,USB-A|USB-C|HDMI|DisplayPort|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,White,Moonlight White,New
79,ASUS ROG Zephyrus G16,ASUS,Gaming,2199,Intel Core i9,32GB,1TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4090,"15""–16""",IPS,QHD,240Hz,Windows 11,Up to 8hrs,3–4 lbs,USB-A|USB-C|HDMI|DisplayPort|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 7,Gray,Eclipse Gray,New
80,ASUS ROG Strix G17,ASUS,Gaming,1999,AMD Ryzen 9,32GB,2TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4080,"17""+",IPS,FHD,240Hz,Windows 11,Up to 8hrs,4+ lbs,USB-A|USB-C|HDMI|DisplayPort|Ethernet|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,Gray,Eclipse Gray,New
81,ASUS VivoBook 15,ASUS,Student,599,AMD Ryzen 5,8GB,512GB,SSD,AMD Radeon,AMD Radeon Graphics,"15""–16""",IPS,FHD,60Hz,Windows 11,8–12hrs,3–4 lbs,USB-A|USB-C|HDMI|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,Silver,Transparent Silver,New
82,ASUS VivoBook 14,ASUS,Student,699,Intel Core i5,16GB,512GB,SSD,Integrated,Intel UHD Graphics,"13""–14""",IPS,FHD,60Hz,Windows 11,8–12hrs,2–3 lbs,USB-A|USB-C|HDMI|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,Black,Indie Black,New
83,ASUS ProArt Studiobook,ASUS,Workstation,3499,Intel Core i9,64GB,2TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4000,"15""–16""",OLED,4K UHD,60Hz,Windows 11,Up to 8hrs,4+ lbs,USB-A|USB-C|Thunderbolt 4|HDMI|SD Card|Ethernet|Audio Jack,Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 7,Black,Mineral Black,New
84,ASUS Chromebook Plus,ASUS,Chromebook,499,Intel Core i5,8GB,128GB,SSD,Integrated,Intel UHD Graphics,"13""–14""",IPS,FHD,60Hz,Chrome OS,12hrs+,2–3 lbs,USB-A|USB-C|Audio Jack,Webcam|Bluetooth|Wi-Fi 6,Gray,Mineral Grey,New
85,ASUS ExpertBook B9,ASUS,Business,1899,Intel Core i7,32GB,1TB,SSD,Integrated,Intel Iris Xe,"13""–14""",IPS,FHD,60Hz,Windows 11,12hrs+,Under 2 lbs,USB-A|USB-C|Thunderbolt 4|HDMI|Audio Jack,Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 6,Black,Star Black,New
86,ASUS TUF Gaming A15,ASUS,Gaming,899,AMD Ryzen 7,16GB,512GB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4060,"15""–16""",IPS,FHD,144Hz,Windows 11,Up to 8hrs,3–4 lbs,USB-A|USB-C|HDMI|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,Gray,Jaeger Gray,New
87,ASUS ZenBook S 13 OLED,ASUS,Ultrabook,1499,Intel Core i7,32GB,1TB,SSD,Integrated,Intel Iris Xe,"13""–14""",OLED,QHD,60Hz,Windows 11,12hrs+,Under 2 lbs,USB-C|Thunderbolt 4|Audio Jack,Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 6,Gray,Basalt Grey,New
88,ASUS ROG Flow X13,ASUS,Gaming,1799,AMD Ryzen 9,32GB,1TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4070,"13""–14""",IPS,QHD,165Hz,Windows 11,8–12hrs,2–3 lbs,USB-A|USB-C|HDMI|Audio Jack,Touchscreen|Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,Black,Off Black,New
89,ASUS Vivobook Pro 15,ASUS,Student,999,AMD Ryzen 7,16GB,512GB,SSD,NVIDIA RTX 3000,NVIDIA RTX 3050,"15""–16""",OLED,QHD,120Hz,Windows 11,8–12hrs,2–3 lbs,USB-A|USB-C|HDMI|Audio Jack,Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 6,Silver,Cool Silver,New
90,ASUS ZenBook Flip 15,ASUS,2-in-1,1299,Intel Core i7,16GB,512GB,SSD,NVIDIA GTX,NVIDIA GTX 1650,"15""–16""",OLED,FHD,60Hz,Windows 11,8–12hrs,3–4 lbs,USB-A|USB-C|HDMI|SD Card|Audio Jack,Touchscreen|Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 6,Black,Jade Black,New
91,Acer Swift 3,Acer,Ultrabook,649,AMD Ryzen 5,8GB,512GB,SSD,AMD Radeon,AMD Radeon Graphics,"13""–14""",IPS,FHD,60Hz,Windows 11,12hrs+,Under 2 lbs,USB-A|USB-C|HDMI|Audio Jack,Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 6,Gray,Steel Gray,New
92,Acer Swift 5,Acer,Ultrabook,999,Intel Core i7,16GB,512GB,SSD,Integrated,Intel Iris Xe,"13""–14""",IPS,FHD,60Hz,Windows 11,12hrs+,Under 2 lbs,USB-A|USB-C|Thunderbolt 4|Audio Jack,Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 6,Other,Mist Green,New
93,Acer Swift X 14,Acer,Ultrabook,1099,AMD Ryzen 7,16GB,512GB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4050,"13""–14""",OLED,QHD,90Hz,Windows 11,12hrs+,2–3 lbs,USB-A|USB-C|Thunderbolt 4|HDMI|Audio Jack,Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 6,Silver,Pure Silver,New
94,Acer Predator Helios 16,Acer,Gaming,1799,Intel Core i9,32GB,1TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4080,"15""–16""",IPS,QHD,240Hz,Windows 11,Up to 8hrs,4+ lbs,USB-A|USB-C|HDMI|DisplayPort|Ethernet|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 7,Black,Abyssal Black,New
95,Acer Predator Triton 500,Acer,Gaming,2299,Intel Core i9,32GB,2TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4090,"15""–16""",IPS,QHD,240Hz,Windows 11,Up to 8hrs,4+ lbs,USB-A|USB-C|HDMI|DisplayPort|Ethernet|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 7,White,Stellar White,New
96,Acer Nitro 5,Acer,Gaming,799,AMD Ryzen 7,16GB,512GB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4060,"15""–16""",IPS,FHD,144Hz,Windows 11,Up to 8hrs,4+ lbs,USB-A|USB-C|HDMI|Ethernet|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,Black,Black,New
97,Acer Nitro 16,Acer,Gaming,999,Intel Core i7,16GB,1TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4070,"15""–16""",IPS,QHD,165Hz,Windows 11,Up to 8hrs,4+ lbs,USB-A|USB-C|HDMI|Ethernet|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,Black,Obsidian Black,New
98,Acer Aspire 5,Acer,Student,549,Intel Core i5,8GB,512GB,SSD,Integrated,Intel UHD Graphics,"15""–16""",IPS,FHD,60Hz,Windows 11,8–12hrs,3–4 lbs,USB-A|USB-C|HDMI|Audio Jack,Numeric Keypad|Webcam|Bluetooth|Wi-Fi 6,Silver,Silver,New
99,Acer Aspire 3,Acer,Student,399,AMD Ryzen 3,8GB,256GB,SSD,AMD Radeon,AMD Radeon Graphics,"15""–16""",IPS,FHD,60Hz,Windows 11,Up to 8hrs,3–4 lbs,USB-A|USB-C|HDMI|Audio Jack,Webcam|Bluetooth|Wi-Fi 6,Silver,Pure Silver,New
100,Acer Chromebook Spin 514,Acer,Chromebook,449,AMD Ryzen 5,8GB,128GB,SSD,AMD Radeon,AMD Radeon Graphics,"13""–14""",IPS,FHD,60Hz,Chrome OS,12hrs+,2–3 lbs,USB-A|USB-C|Audio Jack,Touchscreen|Webcam|Bluetooth|Wi-Fi 6,Gray,Graphite,New
101,Acer ConceptD 5,Acer,Workstation,2499,Intel Core i9,32GB,1TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4080,"15""–16""",IPS,4K UHD,60Hz,Windows 11,Up to 8hrs,4+ lbs,USB-A|USB-C|Thunderbolt 4|HDMI|SD Card|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,White,White,New
102,Acer TravelMate P4,Acer,Business,1099,Intel Core i7,16GB,512GB,SSD,Integrated,Intel Iris Xe,"13""–14""",IPS,FHD,60Hz,Windows 11,12hrs+,2–3 lbs,USB-A|USB-C|Thunderbolt 4|HDMI|Ethernet|Audio Jack,Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 6,Black,Black,New
103,Acer Swift Go 14,Acer,Ultrabook,799,Intel Core i5,16GB,512GB,SSD,Integrated,Intel Iris Xe,"13""–14""",OLED,QHD,60Hz,Windows 11,12hrs+,Under 2 lbs,USB-A|USB-C|Thunderbolt 4|HDMI|Audio Jack,Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 6,Silver,Pure Silver,New
104,Acer Predator Helios 18,Acer,Gaming,2299,Intel Core i9,64GB,2TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4090,"17""+",IPS,QHD,240Hz,Windows 11,Up to 8hrs,4+ lbs,USB-A|USB-C|HDMI|DisplayPort|Ethernet|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 7,Black,Abyssal Black,New
105,Acer Aspire Vero 14,Acer,Business,849,Intel Core i7,16GB,512GB,SSD,Integrated,Intel Iris Xe,"13""–14""",IPS,FHD,60Hz,Windows 11,8–12hrs,2–3 lbs,USB-A|USB-C|HDMI|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,Gray,Gray,New
106,MSI Stealth 15,MSI,Gaming,1199,Intel Core i7,16GB,512GB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4060,"15""–16""",IPS,FHD,144Hz,Windows 11,8–12hrs,2–3 lbs,USB-A|USB-C|Thunderbolt 4|HDMI|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,Black,Core Black,New
107,MSI Stealth 16,MSI,Gaming,2199,Intel Core i9,32GB,1TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4080,"15""–16""",IPS,QHD,240Hz,Windows 11,Up to 8hrs,2–3 lbs,USB-A|USB-C|Thunderbolt 4|HDMI|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 7,Black,Core Black,New
108,MSI Raider GE78,MSI,Gaming,2999,Intel Core i9,32GB,2TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4090,"17""+",IPS,QHD,240Hz,Windows 11,Up to 8hrs,4+ lbs,USB-A|USB-C|HDMI|DisplayPort|Ethernet|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 7,Blue,Titanium Blue,New
109,MSI Creator Z16,MSI,Workstation,1999,Intel Core i7,32GB,1TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4070,"15""–16""",IPS,QHD,60Hz,Windows 11,8–12hrs,3–4 lbs,USB-A|USB-C|Thunderbolt 4|HDMI|SD Card|Audio Jack,Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 6,Gray,Lunar Gray,New
110,MSI Modern 14,MSI,Ultrabook,899,Intel Core i7,16GB,512GB,SSD,Integrated,Intel Iris Xe,"13""–14""",IPS,FHD,60Hz,Windows 11,8–12hrs,Under 2 lbs,USB-A|USB-C|Thunderbolt 4|HDMI|Audio Jack,Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 6,Silver,Urban Silver,New
111,MSI Prestige 13,MSI,Ultrabook,1399,Intel Core i7,32GB,1TB,SSD,Integrated,Intel Iris Xe,"13""–14""",OLED,QHD,60Hz,Windows 11,12hrs+,Under 2 lbs,USB-A|USB-C|Thunderbolt 4|HDMI|Audio Jack,Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 6,Silver,Urban Silver,New
112,MSI Vector GP77,MSI,Gaming,2499,Intel Core i9,32GB,1TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4080,"17""+",IPS,FHD,360Hz,Windows 11,Up to 8hrs,4+ lbs,USB-A|USB-C|HDMI|DisplayPort|Ethernet|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 7,Black,Core Black,New
113,MSI Summit E14,MSI,Business,1199,Intel Core i7,16GB,512GB,SSD,Integrated,Intel Iris Xe,"13""–14""",IPS,FHD,60Hz,Windows 11,12hrs+,Under 2 lbs,USB-A|USB-C|Thunderbolt 4|HDMI|Audio Jack,Touchscreen|Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 6,Silver,Silver,New
114,MSI Cyborg 15,MSI,Gaming,999,Intel Core i7,16GB,512GB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4060,"15""–16""",IPS,FHD,144Hz,Windows 11,Up to 8hrs,3–4 lbs,USB-A|USB-C|HDMI|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,Black,Black,New
115,MSI Thin GF63,MSI,Gaming,699,Intel Core i5,8GB,512GB,SSD,NVIDIA GTX,NVIDIA GTX 1650,"15""–16""",IPS,FHD,144Hz,Windows 11,Up to 8hrs,3–4 lbs,USB-A|USB-C|HDMI|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,Black,Black,New
116,Razer Blade 14,Razer,Gaming,1999,AMD Ryzen 9,16GB,1TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4070,"13""–14""",IPS,QHD,165Hz,Windows 11,8–12hrs,2–3 lbs,USB-A|USB-C|HDMI|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,Black,Black,New
117,Razer Blade 15,Razer,Gaming,2499,Intel Core i7,16GB,1TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4080,"15""–16""",IPS,QHD,240Hz,Windows 11,Up to 8hrs,2–3 lbs,USB-A|USB-C|Thunderbolt 4|HDMI|SD Card|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 7,Black,Black,New
118,Razer Blade 16,Razer,Gaming,3499,Intel Core i9,32GB,2TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4090,"15""–16""",IPS,QHD,240Hz,Windows 11,Up to 8hrs,3–4 lbs,USB-A|USB-C|Thunderbolt 4|HDMI|SD Card|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 7,Black,Black,New
119,Razer Blade 18,Razer,Gaming,3999,Intel Core i9,32GB,2TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4090,"17""+",IPS,FHD,360Hz,Windows 11,Up to 8hrs,4+ lbs,USB-A|USB-C|Thunderbolt 4|HDMI|SD Card|Ethernet|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 7,Black,Black,New
120,Razer Blade 14,Razer,Gaming,2199,AMD Ryzen 9,32GB,1TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4070,"13""–14""",OLED,QHD,165Hz,Windows 11,8–12hrs,2–3 lbs,USB-A|USB-C|HDMI|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,White,Mercury White,New
121,Razer Blade Stealth,Razer,Ultrabook,1699,Intel Core i7,16GB,512GB,SSD,Integrated,Intel Iris Xe,"13""–14""",OLED,QHD,60Hz,Windows 11,8–12hrs,Under 2 lbs,USB-A|USB-C|Thunderbolt 4|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,Black,Black,New
122,Razer Book 13,Razer,Ultrabook,1799,Intel Core i7,16GB,512GB,SSD,Integrated,Intel Iris Xe,"13""–14""",IPS,4K UHD,60Hz,Windows 11,8–12hrs,Under 2 lbs,USB-A|USB-C|Thunderbolt 4|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,Silver,Mercury,New
123,Razer Blade 15,Razer,Gaming,3999,Intel Core i9,64GB,2TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4090,"15""–16""",IPS,4K UHD,144Hz,Windows 11,Up to 8hrs,3–4 lbs,USB-A|USB-C|Thunderbolt 4|HDMI|SD Card|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 7,Black,Black,New
124,Razer Blade 14 Base,Razer,Gaming,1599,AMD Ryzen 7,16GB,512GB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4060,"13""–14""",IPS,FHD,144Hz,Windows 11,8–12hrs,2–3 lbs,USB-A|USB-C|HDMI|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,Black,Black,New
125,Razer Blade 16 Studio,Razer,Workstation,4999,Intel Core i9,64GB,2TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4090,"15""–16""",OLED,QHD,240Hz,Windows 11,Up to 8hrs,3–4 lbs,USB-A|USB-C|Thunderbolt 4|HDMI|SD Card|Ethernet|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 7,Black,Black,New
126,Surface Laptop 5,Microsoft,Ultrabook,999,Intel Core i5,8GB,256GB,SSD,Integrated,Intel Iris Xe,"13""–14""",IPS,QHD,60Hz,Windows 11,12hrs+,2–3 lbs,USB-A|USB-C|Audio Jack,Touchscreen|Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,Silver,Platinum,New
127,Surface Laptop 5,Microsoft,Ultrabook,1299,Intel Core i7,16GB,512GB,SSD,Integrated,Intel Iris Xe,"13""–14""",IPS,QHD,60Hz,Windows 11,12hrs+,2–3 lbs,USB-A|USB-C|Audio Jack,Touchscreen|Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 6,Black,Matte Black,New
128,"Surface Laptop 5 15""",Microsoft,Ultrabook,1499,Intel Core i7,16GB,512GB,SSD,Integrated,Intel Iris Xe,"15""–16""",IPS,QHD,60Hz,Windows 11,12hrs+,3–4 lbs,USB-A|USB-C|Audio Jack,Touchscreen|Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 6,Silver,Platinum,New
129,Surface Pro 9,Microsoft,2-in-1,999,Intel Core i5,8GB,128GB,SSD,Integrated,Intel Iris Xe,"13""–14""",IPS,QHD,120Hz,Windows 11,12hrs+,Under 2 lbs,USB-C|Audio Jack,Touchscreen|Webcam|Bluetooth|Wi-Fi 6,Silver,Platinum,New
130,Surface Pro 9,Microsoft,2-in-1,1299,Intel Core i7,16GB,256GB,SSD,Integrated,Intel Iris Xe,"13""–14""",IPS,QHD,120Hz,Windows 11,12hrs+,Under 2 lbs,USB-C|Audio Jack,Touchscreen|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 6,Gray,Graphite,New
131,Surface Laptop Studio 2,Microsoft,2-in-1,1999,Intel Core i7,32GB,1TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4060,"13""–14""",IPS,QHD,120Hz,Windows 11,8–12hrs,2–3 lbs,USB-A|USB-C|Thunderbolt 4|Audio Jack,Touchscreen|Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 6,Silver,Platinum,New
132,Surface Laptop Go 3,Microsoft,Ultrabook,799,Intel Core i5,8GB,256GB,SSD,Integrated,Intel Iris Xe,"11""–12""",IPS,FHD,60Hz,Windows 11,12hrs+,Under 2 lbs,USB-A|USB-C|Audio Jack,Touchscreen|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 6,Other,Sage Green,New
133,Surface Book 3,Microsoft,2-in-1,1299,Intel Core i7,32GB,512GB,SSD,NVIDIA GTX,NVIDIA GTX 1650,"13""–14""",IPS,QHD,60Hz,Windows 11,12hrs+,2–3 lbs,USB-A|USB-C|Audio Jack|SD Card,Touchscreen|Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,Silver,Platinum,Refurbished
134,Surface Laptop 6,Microsoft,Business,1799,Intel Core Ultra 7,32GB,1TB,SSD,Integrated,Intel Arc Graphics,"13""–14""",IPS,QHD,60Hz,Windows 11,12hrs+,2–3 lbs,USB-A|USB-C|Thunderbolt 4|Audio Jack,Touchscreen|Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 7,Silver,Platinum,New
135,"Surface Laptop 6 15""",Microsoft,Business,1999,Intel Core Ultra 7,32GB,1TB,SSD,Integrated,Intel Arc Graphics,"15""–16""",IPS,QHD,60Hz,Windows 11,12hrs+,3–4 lbs,USB-A|USB-C|Thunderbolt 4|Audio Jack,Touchscreen|Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 7,Black,Black,New
136,Galaxy Book4 Pro,Samsung,Ultrabook,1399,Intel Core Ultra 7,16GB,512GB,SSD,Integrated,Intel Arc Graphics,"13""–14""",AMOLED,QHD,120Hz,Windows 11,12hrs+,Under 2 lbs,USB-A|USB-C|Thunderbolt 4|HDMI|Audio Jack,Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 7,Gray,Moonstone Gray,New
137,Galaxy Book4 Pro 360,Samsung,2-in-1,1599,Intel Core Ultra 7,16GB,512GB,SSD,Integrated,Intel Arc Graphics,"13""–14""",AMOLED,QHD,120Hz,Windows 11,12hrs+,2–3 lbs,USB-A|USB-C|Thunderbolt 4|HDMI|Audio Jack,Touchscreen|Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 7,Gray,Moonstone Gray,New
138,Galaxy Book4 Ultra,Samsung,Ultrabook,2199,Intel Core Ultra 9,32GB,1TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4070,"15""–16""",AMOLED,QHD,120Hz,Windows 11,12hrs+,2–3 lbs,USB-A|USB-C|Thunderbolt 4|HDMI|SD Card|Audio Jack,Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 7,Gray,Moonstone Gray,New
139,"Galaxy Book4 360 15""",Samsung,2-in-1,1199,Intel Core Ultra 5,16GB,512GB,SSD,Integrated,Intel Arc Graphics,"15""–16""",AMOLED,FHD,60Hz,Windows 11,8–12hrs,2–3 lbs,USB-A|USB-C|HDMI|Audio Jack,Touchscreen|Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 6,Blue,Sapphire Blue,New
140,Galaxy Book3,Samsung,Student,799,Intel Core i5,8GB,256GB,SSD,Integrated,Intel Iris Xe,"13""–14""",IPS,FHD,60Hz,Windows 11,12hrs+,2–3 lbs,USB-A|USB-C|HDMI|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,Silver,Silver,New
141,Galaxy Book3 Pro,Samsung,Ultrabook,1199,Intel Core i7,16GB,512GB,SSD,Integrated,Intel Iris Xe,"13""–14""",AMOLED,QHD,120Hz,Windows 11,12hrs+,Under 2 lbs,USB-A|USB-C|Thunderbolt 4|HDMI|Audio Jack,Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 6,Other,Beige,New
142,Galaxy Book3 360,Samsung,2-in-1,1099,Intel Core i7,16GB,512GB,SSD,Integrated,Intel Iris Xe,"13""–14""",AMOLED,FHD,60Hz,Windows 11,12hrs+,Under 2 lbs,USB-A|USB-C|HDMI|Audio Jack,Touchscreen|Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 6,Gray,Graphite,New
143,Galaxy Book3 Ultra,Samsung,Workstation,1999,Intel Core i9,32GB,1TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4070,"15""–16""",AMOLED,QHD,120Hz,Windows 11,8–12hrs,2–3 lbs,USB-A|USB-C|Thunderbolt 4|HDMI|Audio Jack,Backlit Keyboard|Fingerprint Reader|Webcam|Bluetooth|Wi-Fi 7,Gray,Graphite,New
144,Alienware m15 R7,Alienware,Gaming,1799,AMD Ryzen 9,16GB,512GB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4080,"15""–16""",IPS,QHD,240Hz,Windows 11,Up to 8hrs,4+ lbs,USB-A|USB-C|HDMI|DisplayPort|Ethernet|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,Gray,Dark Side of the Moon,New
145,Alienware m16,Alienware,Gaming,2299,Intel Core i9,32GB,1TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4090,"15""–16""",IPS,QHD,165Hz,Windows 11,Up to 8hrs,4+ lbs,USB-A|USB-C|HDMI|DisplayPort|Ethernet|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 7,Gray,Dark Side of the Moon,New
146,Alienware x15 R2,Alienware,Gaming,2999,Intel Core i9,32GB,1TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4090,"15""–16""",IPS,FHD,360Hz,Windows 11,Up to 8hrs,3–4 lbs,USB-A|USB-C|Thunderbolt 4|HDMI|DisplayPort|Ethernet|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 7,White,Lunar Light,New
147,Alienware m17 R5,Alienware,Gaming,1999,AMD Ryzen 9,32GB,1TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4080,"17""+",IPS,QHD,165Hz,Windows 11,Up to 8hrs,4+ lbs,USB-A|USB-C|HDMI|DisplayPort|Ethernet|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 6,White,Lunar Light,New
148,Alienware x16,Alienware,Gaming,3499,Intel Core i9,64GB,2TB,SSD,NVIDIA RTX 4000,NVIDIA RTX 4090,"15""–16""",IPS,QHD,240Hz,Windows 11,Up to 8hrs,4+ lbs,USB-A|USB-C|Thunderbolt 4|HDMI|DisplayPort|Ethernet|Audio Jack,Backlit Keyboard|Webcam|Bluetooth|Wi-Fi 7,Gray,Dark Side of the Moon,New
